epoch,loss,psnr,vae_kl_loss,vae_r_loss,val_loss,val_psnr,val_vae_kl_loss,val_vae_r_loss
20,0.5039520812034607,8.03173768043518,0.5,0.15734109669923782,0.5070942521095276,7.953037929534912,0.5,0.1602132350206375
21,0.5039239233732223,8.035901355743409,0.5,0.15719834834337235,0.5047189354896545,8.024192619323731,0.5,0.157609286904335
22,0.503902941942215,8.047460708618164,0.5,0.15677553966641425,0.5075055956840515,8.090071487426759,0.5,0.15523685216903688
23,0.5038994282484055,8.039920363426209,0.5,0.15704614892601967,0.5085731387138367,8.105013465881347,0.5,0.15470322072505951
24,0.5038881129026413,8.04899300813675,0.5,0.15672008723020553,0.5074963331222534,8.067443084716796,0.5,0.15604741871356964
25,0.503934338092804,8.063324654102326,0.5,0.15620146907866,0.5070683479309082,8.016472625732423,0.5,0.15789006054401397
26,0.5038884153962135,8.039393453598022,0.5,0.1570648830384016,0.5083298206329345,8.045804595947265,0.5,0.15682942271232606
27,0.5039065793156624,8.04335348367691,0.5,0.15692670702934264,0.507024610042572,7.969333171844482,0.5,0.15961338579654694
28,0.5039357826113701,8.059420936107635,0.5,0.15634313099086283,0.5079014420509338,8.04927101135254,0.5,0.15670206844806672
29,0.5039366510510445,8.076340589523316,0.5,0.15573700182139874,0.506965184211731,8.051766395568848,0.5,0.1566116452217102
0,0.010107374279759824,8.710318546295166,0.5,0.13502380665391683,0.009306374192237853,8.923809623718261,0.5,0.12812143862247466
1,0.00917265858501196,8.980122537612916,0.5,0.12647606372833253,0.008538566902279854,8.98289909362793,0.5,0.12639074325561522
2,0.05913916628807783,8.95101432800293,0.5,0.12732537183910608,0.0581842303276062,8.966153717041015,0.5,0.12687880098819732
3,0.10918032955378294,8.958158612251282,0.5002608454227447,0.127115594483912,0.10877783596515656,8.921116065979003,0.5,0.1282004177570343
4,0.15909197650849818,8.925056848526001,0.5,0.12808919124305249,0.15874043405056,8.881673812866211,0.5,0.12937011420726777
5,0.20909292981028557,8.89294590473175,0.5,0.12903601482510565,0.20813196301460266,8.922124481201172,0.5,0.12817079722881317
6,0.25909547090530394,8.889879422187805,0.5,0.12912973053753377,0.25850518345832824,8.837776374816894,0.5,0.1306842565536499
7,0.30911797866225244,8.859674668312072,0.5,0.13002883180975913,0.308169287443161,8.856477546691895,0.5,0.13012336790561677
8,0.35903745502233503,8.865875916481018,0.5,0.12984255194664002,0.3584130764007568,8.88266201019287,0.5,0.12934065163135527
9,0.4091301552951336,8.839240508079529,0.5,0.13064585477113724,0.4085357844829559,8.90892448425293,0.5,0.12856094241142274
10,0.4590551172196865,8.879357352256775,0.5,0.1294411277770996,0.45867587327957154,8.840363121032714,0.5,0.13060652315616608
11,0.5090928137302398,8.824439291954041,0.5,0.13109187088906765,0.5084691762924194,8.845071983337402,0.5,0.13046494424343108
12,0.5090547123551369,8.867284979820251,0.5,0.12980084262788297,0.508199667930603,8.889395141601563,0.5,0.12914016842842102
13,0.5090854930877685,8.889998807907105,0.5,0.12912344053387642,0.5080078601837158,8.91118564605713,0.5,0.12849383652210236
14,0.5090764689445496,8.870204153060913,0.5,0.12971511334180832,0.5081585764884948,8.833307266235352,0.5,0.13081876337528228
15,0.5090682855248452,8.836179552078248,0.5,0.1307334154844284,0.5087847828865051,8.853878021240234,0.5,0.13020077347755432
16,0.5091314929723739,8.838534173965455,0.5000251886248589,0.13066236436367035,0.5082945227622986,8.873908996582031,0.5,0.12960168421268464
17,0.5090767833590507,8.849725675582885,0.5,0.13032683826982974,0.5082053661346435,8.826018333435059,0.5,0.13103852570056915
18,0.5090330874919892,8.867910780906676,0.5,0.12978368751704694,0.5075143814086914,8.890850257873534,0.5,0.12909699380397796
19,0.5090518707036972,8.876279158592224,0.5,0.12953271776437758,0.5080228805541992,8.877972030639649,0.5,0.12948054373264312
20,0.509070451259613,8.88370659351349,0.5,0.12931201457977295,0.5086393833160401,8.873656463623046,0.5,0.12960966527462006
21,0.5090381181240082,8.866391415596008,0.5,0.12982870630919932,0.5080172538757324,8.828378295898437,0.5,0.13096845149993896
22,0.5090509665012359,8.837748160362244,0.5,0.13068792171776294,0.5086489915847778,8.819074058532715,0.5,0.13124847710132598
23,0.5090358686447144,8.823404636383056,0.5,0.13111863166093826,0.5080045104026795,8.8210018157959,0.5,0.13119041323661804
24,0.5090619578957558,8.82837760925293,0.5,0.13096836365759373,0.5082600593566895,8.839163398742675,0.5,0.130642306804657
25,0.5090628677606582,8.825246486663819,0.5,0.1310624358803034,0.5074980854988098,8.819675636291503,0.5,0.13123037219047545
26,0.50902149528265,8.859418525695801,0.5,0.13003693602979183,0.5080266952514648,8.850519180297852,0.5,0.13030122220516205
27,0.5090352806448937,8.84667444229126,0.5,0.1304185512661934,0.507697057723999,8.818131637573241,0.5,0.13127683103084564
28,0.5090249171853065,8.822941074371338,0.5,0.1311337859928608,0.5082129120826722,8.826250076293945,0.5,0.13103219270706176
29,0.509070525765419,8.823083219528199,0.5,0.1311289720237255,0.5079967975616455,8.846331787109374,0.5,0.13042694330215454
